key,city,competition,date,gender,match_type,neutral_venue,overs,player_of_match,venue
t20s1616,Ilfov County,,2021-09-04,male,T20,,20.0,,"Moara Vlasiei Cricket Ground, Ilfov County"
t20s1617,North Sound,,2021-09-04,female,T20,,20.0,,"Sir Vivian Richards Stadium, North Sound, Antigua"
t20s1618,Bready,,2021-09-04,male,T20,,20.0,CR Ervine,"Bready Cricket Club, Magheramason, Bready"
t20s1619,Brighton,,2021-09-04,female,T20,,20.0,SFM Devine,"County Ground, Hove"
t20s1620,Ilfov County,,2021-09-05,male,T20,,20.0,Asif Bevinje,"Moara Vlasiei Cricket Ground, Ilfov County"
t20s1621,Ilfov County,,2021-09-05,male,T20,,20.0,Zeeshan Kukikhel,"Moara Vlasiei Cricket Ground, Ilfov County"
t20s1622,Dhaka,,2021-09-05,male,T20,,20.0,AY Patel,"Shere Bangla National Stadium, Mirpur"
t20s1623,Dhaka,,2021-09-08,male,T20,,20.0,Nasum Ahmed,"Shere Bangla National Stadium, Mirpur"
t20s1624,Gaborone,,2021-09-09,female,T20,,20.0,B Etim,"Botswana Cricket Association Oval 2, Gaborone"
t20s1625,Gaborone,,2021-09-09,female,T20,,20.0,O Batisani,"Botswana Cricket Association Oval 1, Gaborone"
t20s1626,Gaborone,,2021-09-09,female,T20,,20.0,KA Green,"Botswana Cricket Association Oval 2, Gaborone"
t20s1627,Gaborone,,2021-09-09,female,T20,,20.0,I Muhawenimana,"Botswana Cricket Association Oval 1, Gaborone"
t20s1628,Taunton,,2021-09-09,female,T20,,20.0,HC Knight,"The Cooper Associates County Ground, Taunton"
t20s1629,Gaborone,,2021-09-10,female,T20,,20.0,KA Green,"Botswana Cricket Association Oval 2, Gaborone"
t20s1630,Gaborone,,2021-09-10,female,T20,,20.0,,"Botswana Cricket Association Oval 1, Gaborone"
t20s1631,Gaborone,,2021-09-10,female,T20,,20.0,M Musonda,"Botswana Cricket Association Oval 1, Gaborone"
t20s1632,Almeria,,2021-09-10,male,T20,,20.0,,"Desert Springs Cricket Ground, Almeria"
t20s1633,Entebbe,,2021-09-10,male,T20,,20.0,,Entebbe Cricket Oval
t20s1634,Dhaka,,2021-09-10,male,T20,,20.0,TWM Latham,"Shere Bangla National Stadium, Mirpur"
t20s1635,Colombo,,2021-09-10,male,T20,,20.0,AK Markram,"R Premadasa Stadium, Colombo"
t20s1636,Gaborone,,2021-09-11,female,T20,,20.0,S Nampiina,"Botswana Cricket Association Oval 2, Gaborone"
t20s1637,Gaborone,,2021-09-11,female,T20,,20.0,MA Swedy,"Botswana Cricket Association Oval 1, Gaborone"
t20s1638,Gaborone,,2021-09-11,female,T20,,20.0,E Mbofana,"Botswana Cricket Association Oval 1, Gaborone"
t20s1639,Almeria,,2021-09-11,male,T20,,20.0,,"Desert Springs Cricket Ground, Almeria"
t20s1640,Almeria,,2021-09-11,male,T20,,20.0,,"Desert Springs Cricket Ground, Almeria"
t20s1641,Entebbe,,2021-09-11,male,T20,,20.0,,Entebbe Cricket Oval
t20s1642,Entebbe,,2021-09-11,male,T20,,20.0,,Entebbe Cricket Oval
t20s1643,Gaborone,,2021-09-12,female,T20,,20.0,G Ishimwe,"Botswana Cricket Association Oval 1, Gaborone"
t20s1644,Colombo,,2021-09-12,male,T20,,20.0,T Shamsi,"R Premadasa Stadium, Colombo"
t20s1645,Gaborone,,2021-09-13,female,T20,,20.0,J Nkomo,"Botswana Cricket Association Oval 1, Gaborone"
t20s1646,Gaborone,,2021-09-13,female,T20,,20.0,FO Kibasu,"Botswana Cricket Association Oval 1, Gaborone"
t20s1647,Entebbe,,2021-09-13,male,T20,,20.0,,Entebbe Cricket Oval
