batter,bowler,non_striker,runs_batter,runs_extras,runs_total,over,delivery_no,batting_team,inning_no,wickets_kind,wickets_player_out,review_by,review_umpire,review_batter,review_decision,bowling_team,key,review_umpires_call,replacements_role,review_type,extras_type
JT Smuts,DAJ Bracewell,PWA Mulder,0,0,0,5,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,DAJ Bracewell,PWA Mulder,6,0,6,5,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,DAJ Bracewell,PWA Mulder,4,0,4,5,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,1,0,1,6,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Imran Tahir,PWA Mulder,0,0,0,6,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Imran Tahir,PWA Mulder,4,0,4,6,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Imran Tahir,PWA Mulder,0,0,0,6,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Imran Tahir,PWA Mulder,1,0,1,6,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,1,0,1,6,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Dayyaan Galiem,JT Smuts,4,0,4,7,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Dayyaan Galiem,JT Smuts,1,0,1,7,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Dayyaan Galiem,PWA Mulder,0,0,0,7,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Dayyaan Galiem,PWA Mulder,1,0,1,7,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Dayyaan Galiem,JT Smuts,1,0,1,7,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Dayyaan Galiem,PWA Mulder,6,0,6,7,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,0,0,0,8,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,1,0,1,8,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Imran Tahir,PWA Mulder,1,0,1,8,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,4,0,4,8,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,1,0,1,8,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Imran Tahir,PWA Mulder,1,0,1,8,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,DAJ Bracewell,PWA Mulder,4,0,4,9,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,DAJ Bracewell,PWA Mulder,1,0,1,9,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,DAJ Bracewell,JT Smuts,0,0,0,9,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,DAJ Bracewell,JT Smuts,1,0,1,9,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,DAJ Bracewell,PWA Mulder,1,0,1,9,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,DAJ Bracewell,JT Smuts,4,0,4,9,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Imran Tahir,PWA Mulder,1,0,1,10,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,0,0,0,10,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,1,0,1,10,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Imran Tahir,PWA Mulder,1,0,1,10,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,1,0,1,10,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Imran Tahir,PWA Mulder,1,0,1,10,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Dayyaan Galiem,PWA Mulder,1,0,1,11,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Dayyaan Galiem,JT Smuts,6,0,6,11,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Dayyaan Galiem,JT Smuts,2,0,2,11,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Dayyaan Galiem,JT Smuts,1,0,1,11,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Dayyaan Galiem,PWA Mulder,1,0,1,11,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Dayyaan Galiem,JT Smuts,1,0,1,11,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,2,0,2,12,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,0,0,0,12,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,0,0,0,12,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,1,0,1,12,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,Imran Tahir,PWA Mulder,0,1,1,12,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,wides
JT Smuts,Imran Tahir,PWA Mulder,1,0,1,12,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,Imran Tahir,JT Smuts,4,0,4,12,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,MM Ali,PWA Mulder,6,0,6,13,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,MM Ali,PWA Mulder,4,0,4,13,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,MM Ali,PWA Mulder,1,0,1,13,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,MM Ali,JT Smuts,1,0,1,13,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,MM Ali,PWA Mulder,1,0,1,13,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,MM Ali,JT Smuts,1,0,1,13,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,N Burger,JT Smuts,2,0,2,14,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,N Burger,JT Smuts,1,0,1,14,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,N Burger,PWA Mulder,0,0,0,14,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,N Burger,PWA Mulder,6,0,6,14,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,N Burger,PWA Mulder,0,0,0,14,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,N Burger,PWA Mulder,0,0,0,14,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,DAJ Bracewell,JT Smuts,1,0,1,15,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,DAJ Bracewell,PWA Mulder,1,0,1,15,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,DAJ Bracewell,JT Smuts,6,0,6,15,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,DAJ Bracewell,JT Smuts,2,0,2,15,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,DAJ Bracewell,JT Smuts,1,0,1,15,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
JT Smuts,DAJ Bracewell,PWA Mulder,0,0,0,15,6,Durban's Super Giants,1,bowled,JT Smuts,,,,,Joburg Super Kings,sat00061,,,,
PWA Mulder,LB Williams,H Klaasen,0,0,0,16,1,Durban's Super Giants,1,bowled,PWA Mulder,,,,,Joburg Super Kings,sat00061,,,,
KMA Paul,LB Williams,H Klaasen,0,0,0,16,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
KMA Paul,LB Williams,H Klaasen,0,1,1,16,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,wides
KMA Paul,LB Williams,H Klaasen,1,0,1,16,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,LB Williams,KMA Paul,0,1,1,16,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,wides
H Klaasen,LB Williams,KMA Paul,1,0,1,16,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
KMA Paul,LB Williams,H Klaasen,0,0,0,16,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
KMA Paul,LB Williams,H Klaasen,0,0,0,16,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,N Burger,KMA Paul,0,0,0,17,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,N Burger,KMA Paul,2,0,2,17,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,N Burger,KMA Paul,0,5,5,17,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,wides
H Klaasen,N Burger,KMA Paul,4,0,4,17,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,N Burger,KMA Paul,6,0,6,17,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,N Burger,KMA Paul,0,1,1,17,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,legbyes
KMA Paul,N Burger,H Klaasen,0,1,1,17,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,wides
KMA Paul,N Burger,H Klaasen,4,0,4,17,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,LB Williams,KMA Paul,6,0,6,18,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,LB Williams,KMA Paul,6,0,6,18,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,LB Williams,KMA Paul,1,0,1,18,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
KMA Paul,LB Williams,H Klaasen,1,0,1,18,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,LB Williams,KMA Paul,4,0,4,18,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,LB Williams,KMA Paul,4,0,4,18,6,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
KMA Paul,DAJ Bracewell,H Klaasen,1,0,1,19,1,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,DAJ Bracewell,KMA Paul,0,0,0,19,2,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,DAJ Bracewell,KMA Paul,2,0,2,19,3,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,DAJ Bracewell,KMA Paul,2,0,2,19,4,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,DAJ Bracewell,KMA Paul,2,0,2,19,5,Durban's Super Giants,1,,,,,,,Joburg Super Kings,sat00061,,,,
H Klaasen,DAJ Bracewell,KMA Paul,0,0,0,19,6,Durban's Super Giants,1,bowled,H Klaasen,,,,,Joburg Super Kings,sat00061,,,,
F du Plessis,RJW Topley,JL du Plooy,0,1,1,0,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,wides
F du Plessis,RJW Topley,JL du Plooy,0,0,0,0,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,RJW Topley,JL du Plooy,4,0,4,0,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,RJW Topley,JL du Plooy,0,1,1,0,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,wides
F du Plessis,RJW Topley,JL du Plooy,4,0,4,0,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,RJW Topley,JL du Plooy,0,0,0,0,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,RJW Topley,JL du Plooy,0,0,0,0,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,RJW Topley,JL du Plooy,0,0,0,0,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,PWA Mulder,F du Plessis,1,0,1,1,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,PWA Mulder,JL du Plooy,1,0,1,1,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,PWA Mulder,F du Plessis,0,0,0,1,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,PWA Mulder,F du Plessis,0,0,0,1,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,PWA Mulder,F du Plessis,1,0,1,1,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,PWA Mulder,JL du Plooy,1,0,1,1,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,Naveen-ul-Haq,JL du Plooy,1,0,1,2,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,F du Plessis,4,0,4,2,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,F du Plessis,0,0,0,2,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,F du Plessis,1,0,1,2,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,Naveen-ul-Haq,JL du Plooy,1,0,1,2,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,F du Plessis,1,0,1,2,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,PWA Mulder,F du Plessis,6,0,6,3,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,PWA Mulder,F du Plessis,1,0,1,3,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,PWA Mulder,JL du Plooy,6,0,6,3,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,PWA Mulder,JL du Plooy,4,0,4,3,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,PWA Mulder,JL du Plooy,1,0,1,3,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,PWA Mulder,F du Plessis,2,0,2,3,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,Naveen-ul-Haq,JL du Plooy,1,0,1,4,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,F du Plessis,0,0,0,4,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,F du Plessis,4,0,4,4,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,F du Plessis,0,1,1,4,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,wides
JL du Plooy,Naveen-ul-Haq,F du Plessis,0,0,0,4,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,F du Plessis,6,0,6,4,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,F du Plessis,0,1,1,4,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,wides
JL du Plooy,Naveen-ul-Haq,F du Plessis,1,0,1,4,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,RJW Topley,F du Plessis,4,0,4,5,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,RJW Topley,F du Plessis,1,0,1,5,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,RJW Topley,JL du Plooy,6,0,6,5,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,RJW Topley,JL du Plooy,4,0,4,5,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,RJW Topley,JL du Plooy,0,0,0,5,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,RJW Topley,JL du Plooy,4,0,4,5,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Noor Ahmad,F du Plessis,0,0,0,6,1,Joburg Super Kings,2,,,Durban's Super Giants,Siphelele Gasa,JL du Plooy,struck down,Durban's Super Giants,sat00061,True,,wicket,
JL du Plooy,Noor Ahmad,F du Plessis,0,0,0,6,2,Joburg Super Kings,2,,,Durban's Super Giants,Siphelele Gasa,JL du Plooy,struck down,Durban's Super Giants,sat00061,True,,wicket,
JL du Plooy,Noor Ahmad,F du Plessis,1,0,1,6,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,Noor Ahmad,JL du Plooy,1,0,1,6,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Noor Ahmad,F du Plessis,0,4,4,6,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,byes
JL du Plooy,Noor Ahmad,F du Plessis,1,0,1,6,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,KA Maharaj,F du Plessis,1,0,1,7,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,KA Maharaj,JL du Plooy,0,0,0,7,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,KA Maharaj,JL du Plooy,4,0,4,7,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,KA Maharaj,JL du Plooy,6,0,6,7,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,KA Maharaj,JL du Plooy,0,0,0,7,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,KA Maharaj,JL du Plooy,1,0,1,7,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,Noor Ahmad,JL du Plooy,1,0,1,8,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Noor Ahmad,F du Plessis,1,0,1,8,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,Noor Ahmad,JL du Plooy,0,0,0,8,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,Noor Ahmad,JL du Plooy,4,0,4,8,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,Noor Ahmad,JL du Plooy,2,0,2,8,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
F du Plessis,Noor Ahmad,JL du Plooy,0,0,0,8,6,Joburg Super Kings,2,lbw,F du Plessis,Joburg Super Kings,Siphelele Gasa,F du Plessis,struck down,Durban's Super Giants,sat00061,True,,wicket,
JL du Plooy,KA Maharaj,WL Madsen,1,0,1,9,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,KA Maharaj,JL du Plooy,1,0,1,9,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,KA Maharaj,WL Madsen,1,0,1,9,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,KA Maharaj,JL du Plooy,4,0,4,9,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,KA Maharaj,JL du Plooy,0,0,0,9,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,KA Maharaj,JL du Plooy,1,0,1,9,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,D Pretorius,JL du Plooy,1,0,1,10,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,D Pretorius,WL Madsen,1,0,1,10,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,D Pretorius,JL du Plooy,1,0,1,10,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,D Pretorius,WL Madsen,0,0,0,10,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,D Pretorius,WL Madsen,0,1,1,10,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,wides
JL du Plooy,D Pretorius,WL Madsen,0,0,0,10,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,D Pretorius,WL Madsen,0,0,0,10,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,KMA Paul,JL du Plooy,4,0,4,11,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,KMA Paul,JL du Plooy,0,0,0,11,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,KMA Paul,JL du Plooy,4,0,4,11,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,KMA Paul,JL du Plooy,0,0,0,11,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,KMA Paul,JL du Plooy,4,0,4,11,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,KMA Paul,JL du Plooy,1,0,1,11,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,D Pretorius,JL du Plooy,1,0,1,12,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,D Pretorius,WL Madsen,0,0,0,12,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,D Pretorius,WL Madsen,1,1,2,12,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,noballs
WL Madsen,D Pretorius,JL du Plooy,2,0,2,12,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,D Pretorius,JL du Plooy,4,0,4,12,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,D Pretorius,JL du Plooy,1,0,1,12,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,D Pretorius,WL Madsen,1,0,1,12,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,KMA Paul,WL Madsen,2,0,2,13,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,KMA Paul,WL Madsen,1,0,1,13,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,KMA Paul,JL du Plooy,1,0,1,13,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,KMA Paul,WL Madsen,0,0,0,13,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,KMA Paul,WL Madsen,4,0,4,13,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,KMA Paul,WL Madsen,1,0,1,13,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Noor Ahmad,WL Madsen,1,0,1,14,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,Noor Ahmad,JL du Plooy,1,0,1,14,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Noor Ahmad,WL Madsen,1,0,1,14,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,Noor Ahmad,JL du Plooy,0,0,0,14,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,Noor Ahmad,JL du Plooy,1,0,1,14,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Noor Ahmad,WL Madsen,0,0,0,14,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,Naveen-ul-Haq,JL du Plooy,1,0,1,15,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,WL Madsen,4,0,4,15,2,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,WL Madsen,0,0,0,15,3,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,WL Madsen,1,0,1,15,4,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,Naveen-ul-Haq,JL du Plooy,1,0,1,15,5,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
JL du Plooy,Naveen-ul-Haq,WL Madsen,0,0,0,15,6,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
WL Madsen,Noor Ahmad,JL du Plooy,0,0,0,16,1,Joburg Super Kings,2,,,,,,,Durban's Super Giants,sat00061,,,,
