date,team_type,league,gender,cricsheet_id,match_teams
2021-09-08,club,CPL,male,1269720,Jamaica Tallawahs vs St Kitts and Nevis Patriots
2021-09-08,club,CPL,male,1269721,Guyana Amazon Warriors vs St Lucia Kings
2021-09-09,club,CPL,male,1269722,Barbados Royals vs Trinbago Knight Riders
2021-09-09,club,CPL,male,1269723,Jamaica Tallawahs vs St Lucia Kings
2021-09-11,club,CPL,male,1269724,St Lucia Kings vs Barbados Royals
2021-09-11,club,CPL,male,1269725,Guyana Amazon Warriors vs Jamaica Tallawahs
2021-09-11,club,CPL,male,1269726,Trinbago Knight Riders vs St Kitts and Nevis Patriots
2021-09-12,club,CPL,male,1269729,St Kitts and Nevis Patriots vs Trinbago Knight Riders
2021-09-12,club,CPL,male,1269727,St Lucia Kings vs Barbados Royals
2021-09-12,club,CPL,male,1269728,Guyana Amazon Warriors vs Jamaica Tallawahs
2021-09-14,club,CPL,male,1269730,St Lucia Kings vs Trinbago Knight Riders
2021-09-14,club,CPL,male,1269731,Guyana Amazon Warriors vs St Kitts and Nevis Patriots
2021-09-15,club,CPL,male,1269732,St Lucia Kings vs St Kitts and Nevis Patriots
2022-08-31,club,CPL,male,1323144,Jamaica Tallawahs vs St Kitts and Nevis Patriots
2022-09-01,club,CPL,male,1323146,St Kitts and Nevis Patriots vs Barbados Royals
2022-09-01,club,CPL,male,1323145,St Lucia Kings vs Trinbago Knight Riders
2022-09-03,club,CPL,male,1323147,Guyana Amazon Warriors vs Jamaica Tallawahs
2022-09-04,club,CPL,male,1323149,Barbados Royals vs St Lucia Kings
2022-09-07,club,CPL,male,1323151,Barbados Royals vs Trinbago Knight Riders
2022-09-07,club,CPL,male,1323152,Jamaica Tallawahs vs St Lucia Kings
2022-09-08,club,CPL,male,1323153,Guyana Amazon Warriors vs St Kitts and Nevis Patriots
2022-09-08,club,CPL,male,1323154,St Lucia Kings vs Barbados Royals
2022-09-10,club,CPL,male,1323155,Jamaica Tallawahs vs Trinbago Knight Riders
2022-09-10,club,CPL,male,1323156,St Lucia Kings vs Guyana Amazon Warriors
2022-09-11,club,CPL,male,1323158,St Lucia Kings vs St Kitts and Nevis Patriots
2022-09-11,club,CPL,male,1323157,Jamaica Tallawahs vs Barbados Royals
2022-09-13,club,CPL,male,1323159,Trinbago Knight Riders vs Barbados Royals
2022-09-14,club,CPL,male,1323160,Jamaica Tallawahs vs St Kitts and Nevis Patriots
2022-09-14,club,CPL,male,1323161,Trinbago Knight Riders vs Guyana Amazon Warriors
2022-09-15,club,CPL,male,1323162,Barbados Royals vs Jamaica Tallawahs
2022-09-17,club,CPL,male,1323163,St Lucia Kings vs St Kitts and Nevis Patriots
2022-09-17,club,CPL,male,1323164,Jamaica Tallawahs vs Trinbago Knight Riders
2022-09-18,club,CPL,male,1323165,Barbados Royals vs Guyana Amazon Warriors
2022-09-18,club,CPL,male,1323166,St Lucia Kings vs Trinbago Knight Riders
2022-09-21,club,CPL,male,1323167,Barbados Royals vs St Kitts and Nevis Patriots
2022-09-21,club,CPL,male,1323168,Guyana Amazon Warriors vs Jamaica Tallawahs
2022-09-22,club,CPL,male,1323169,St Kitts and Nevis Patriots vs Trinbago Knight Riders
2022-09-22,club,CPL,male,1323170,St Lucia Kings vs Guyana Amazon Warriors
2022-09-24,club,CPL,male,1323171,Guyana Amazon Warriors vs Trinbago Knight Riders
2022-09-25,club,CPL,male,1323173,Barbados Royals vs Guyana Amazon Warriors
2022-09-27,club,CPL,male,1323174,Barbados Royals vs Guyana Amazon Warriors
2022-09-27,club,CPL,male,1323175,Jamaica Tallawahs vs St Lucia Kings
2022-09-28,club,CPL,male,1323176,Jamaica Tallawahs vs Guyana Amazon Warriors
2022-09-30,club,CPL,male,1323177,Barbados Royals vs Jamaica Tallawahs
2023-08-16,club,CPL,male,1369558,Jamaica Tallawahs vs St Lucia Kings
2023-08-17,club,CPL,male,1369559,St Lucia Kings vs Barbados Royals
2023-08-19,club,CPL,male,1369560,Trinbago Knight Riders vs St Kitts and Nevis Patriots
2023-08-19,club,CPL,male,1369561,Guyana Amazon Warriors vs St Lucia Kings
2023-08-23,club,CPL,male,1369564,St Kitts and Nevis Patriots vs Jamaica Tallawahs
2023-08-24,club,CPL,male,1369565,Guyana Amazon Warriors vs St Kitts and Nevis Patriots
2023-08-26,club,CPL,male,1369567,St Kitts and Nevis Patriots vs Barbados Royals
2023-08-26,club,CPL,male,1369566,St Lucia Kings vs Trinbago Knight Riders
2023-08-27,club,CPL,male,1369568,Guyana Amazon Warriors vs Jamaica Tallawahs
2023-08-27,club,CPL,male,1369569,St Kitts and Nevis Patriots vs Trinbago Knight Riders
2023-08-30,club,CPL,male,1369570,Trinbago Knight Riders vs Barbados Royals
